Rol,Caratulado,Fecha Sentencia,Materia,Submateria,Descriptores,Sala,Resultado Recurso,Tipo Recurso,Enlace Sentencia
Rol: 171341-2022,Caratulado: SERVICIO DE EVALUACIÓN AMBIENTAL REGIÓN DEL BIO BIO CON SCHICK,Fecha sentencia: 26-02-2024,Sistema de Evaluación de impacto ambiental (SEIA),Declaración de impacto ambiental (dia),"Dirección general de aguas (DGA), Reglas de la lógica, Sana crítica, Ausencia de error de derecho, Consideraciones de hecho y de derecho, Argumentos no configuran la causal invocada, Máximas de la experiencia, Ponderación de toda la prueba rendida, Principio de la razón suficiente, Secretaría Regional Ministerial de Salud (SEREMI de Salud), Conocimientos científicamente afianzados, Declaración de Impacto Ambiental (DIA), Estudio de impacto ambiental (EIA), Fundamentos técnico ambientales, Infracción manifiesta, Paisaje, Precipitación, Congruencia procesal, Principio de no contradicción, Lago villarrica, Disconformidad con la valoración de la prueba, Descarga de aguas servidas, Principio de tercero excluido, Principio de identidad, No se denuncia o verifica infracción a normas reguladoras de la prueba, Zona de interés turístico (zoit), Reclamación del artículo 17 n° 8 de la ley 20.600, Saturación del suelo","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZA CASACION EN EL FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?dfe12
Rol: 104563-2023,Caratulado: EISELE/SERVICIO DE EVALUACIÓN AMBIENTAL REGIÓN DE BIOBÍO,Fecha sentencia: 06-02-2024,Admisibilidad del recurso de casación en el fondo,Resoluciones susceptibles de casación en el fondo,"Admisibilidad del recurso de casación en el fondo, Sistema de evaluación de impacto ambiental, Resolución que se impugna no participa de la naturaleza jurídica requerida, Acto administrativo de carácter ambiental, Resoluciones susceptibles de casación en el fondo, Existe sistema recursivo especial, Ausencia de acto terminal, Procedimiento no afinado, Reclamación del artículo 17 n° 8 de la ley 20.600","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLE CASACIÓN DE FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?ddhyb
Rol: 87940-2023,Caratulado: FISCO DE CHILE-CONSEJO DE DEFENSA DEL ESTADO DE CHILE (TERCER TRIBUNAL AMBIENTAL) (ACUMULADA 102.967-23),Fecha sentencia: 22-01-2024,Humedales Urbanos,Declaración de Humedal Urbano,"Vicios del acto administrativo, Acto intermedio o de trámite, Resoluciones susceptibles de recurso de queja, Ausencia de falta o abuso grave al dictar sentencia, Resolución que ordena retrotraer procedimiento, Humedales urbanos, Declaración de humedal urbano, Reclamación del artículo 3 de la ley 21.202 sobre humedales urbanos","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADO RECURSO DE QUEJA,Tipo recurso: (CIVIL) QUEJA,https://juris.pjud.cl/busqueda/u?dfzd4
Rol: 75730-2022,Caratulado: PEÑALOZA CON SERVICIO DE EVALUACIÓN AMBIENTAL,Fecha sentencia: 03-01-2024,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Principio de legalidad, Potestad invalidatoria, Sistema de Evaluación de Impacto Ambiental (SEIA), Error no influye en lo sustancial del fallo, Hechos no establecidos por los sentenciadores, Necesidad de extender el error de derecho a las normas que tienen carácter de decisoria litis, Normas decisoria litis no invocadas, No se denuncia infracción a las normas reguladoras de la prueba, Invalidación de resolución de calificación ambiental, Hechos establecidos por los jueces del fondo son inamovibles, Recurso construido contra los hechos del proceso, Reclamación en contra de una invalidación ambiental","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZA CASACION EN EL FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?dfyxo
Rol: 190094-2023,Caratulado: ACUÍCOLA CORDILLERA LIMITADA/SERVICIO DE EVALUACIÓN AMBIENTAL REGIÓN DE BIOBÍO,Fecha sentencia: 28-12-2023,Admisibilidad del recurso de casación en el fondo,Resoluciones susceptibles de casación en el fondo,"Admisibilidad del recurso de casación en el fondo, Admisibilidad del recurso de casación en la forma, Servicio de Evaluación Ambiental, Áreas de influencia, Invalidación de resolución de calificación ambiental, Tercero independiente, Resoluciones susceptibles de casación en el fondo, Resoluciones susceptibles de casación en la forma, Reclamación del artículo 17 n° 8 de la ley 20.600, Impactos sinérgicos, Superposición de áreas de influencia","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLES RECURSOS DE CASACIÓN FORMA Y FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?dfzd5
Rol: 3362-2023,Caratulado: FUENTES CON SERVICIO DE EVALUACIÓN AMBIENTAL **,Fecha sentencia: 28-12-2023,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Tutela judicial efectiva, Ausencia de error de derecho, Sistema de Evaluación de Impacto Ambiental (SEIA), Invalidación de resolución de calificación ambiental, Procedimiento de participación ciudadana, Actuación de las Municipalidades, Reclamación en contra de una invalidación ambiental, Competencia de los tribunales ambientales, Legitimación activa de municipio, Observaciones del municipio en la evaluación ambiental","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZA CASACION EN EL FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?dfzd2
Rol: 115405-2023,Caratulado: MUNIC.DE SANTIAGO/SERVICIO DE EVALUACIÓN AMBIENTAL REGIÓN DE BIOBÍO,Fecha sentencia: 20-12-2023,Admisibilidad del recurso de casación en el fondo,Resoluciones susceptibles de casación en el fondo,"Admisibilidad del recurso de casación en el fondo, Recurso de derecho estricto, Acto trámite o intermedio, Inadmisible por improcedente, Resoluciones susceptibles de casación en el fondo, Procedimiento de evaluación de impacto ambiental retrotraído, Reclamación del artículo 17 n° 6 de la ley 20.600, Ausencia de acto terminal, Observaciones del municipio en la evaluación ambiental, Procedimiento administrativo pendiente","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLE CASACIÓN DE FONDO (M),Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?da026
Rol: 149371-2023,Caratulado: ACUÍCOLA CORDILLERA LIMITADA/COMUNIDAD INDIGENA ASWAL LAJEP,Fecha sentencia: 12-12-2023,Admisibilidad del recurso de casación en el fondo,Resoluciones susceptibles de casación en el fondo,"Admisibilidad del recurso de casación en el fondo, Recurso de derecho estricto, Admisibilidad del recurso de casación en la forma, Invalidación de resolución de calificación ambiental, Resoluciones susceptibles de casación en el fondo, Resoluciones susceptibles de casación en la forma, Naturaleza de interlocutoria que no pone término al procedimiento, Reclamación del artículo 17 n° 8 de la ley 20.600","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLES RECURSOS DE CASACIÓN FORMA Y FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?dfzy3
Rol: 5806-2023,Caratulado: ASOCIACIÓN DE MUNICIPIOS DEL LAGO LLANQUIHUE CON OCHS SPA,Fecha sentencia: 12-12-2023,Sistema de Evaluación de impacto ambiental (SEIA),Consulta de pertinencia,"Acto administrativo, Procedimiento administrativo, Plazo de dos años, Coordinación entre órganos públicos, Consulta de pertinencia, Ingreso al Sistema de Evaluación de Impacto Ambiental (SEIA), Aerogeneradores, Lago llanquihue, Plan de acción, Sentencia de reemplazo, Zona de interés turístico (zoit), Criterio de temporalidad, Reclamación del artículo 17 n° 8 de la ley 20.600, Asociación de municipios, Resolución ambiental es impugnable, sea que acoja o rechace la solicitud de invalidación, Eximente de responsabilidad penal, Delitos ambientales","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: SENTENCIA DE REEMPLAZO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?dfzej
Rol: 5806-2023,Caratulado: ASOCIACIÓN DE MUNICIPIOS DEL LAGO LLANQUIHUE CON OCHS SPA,Fecha sentencia: 12-12-2023,Sistema de Evaluación de impacto ambiental (SEIA),Consulta de pertinencia,"Solicitud de invalidación, Tutela judicial efectiva, Falta de legitimación activa, Principio de impugnabilidad, Recurso interpuesto dentro de plazo, Plazo de dos años, Interpretación armónica de la normativa, Consulta de pertinencia, Ingreso al Sistema de Evaluación de Impacto Ambiental (SEIA), Tercero absoluto, Aerogeneradores, Lago llanquihue, Tribunal Constitucional (TC), Reclamación del artículo 17 n° 8 de la ley 20.600, Asociación de municipios, Resolución ambiental es impugnable, sea que acoja o rechace la solicitud de invalidación, Publicación del acto en sitio web del sea","Sala: TERCERA, CONSTITUCIONAL","Resultado recurso: ACOGIDA CASACIÓN FONDO, ANULADA SENTENCIA DE",Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?dfy9u
Rol: 246938-2023,Caratulado: SUPERINTENDENCIA DEL MEDIO AMBIENTE/GODOY,Fecha sentencia: 07-12-2023,Admisibilidad del recurso de queja,Resoluciones susceptibles de recurso de queja,"Admisibilidad del recurso de queja, Resoluciones susceptibles de recurso de queja, Recurso de reclamación declarado admisible, Recurso de reposición improcedente, Reclamación del artículo 17 n° 8 de la ley 20.600","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLE RECURSO DE QUEJA,Tipo recurso: (CIVIL) QUEJA,https://juris.pjud.cl/busqueda/u?dfzy4
Rol: 87601-2023,Caratulado: BLURIVER SPA/SIMONETTI,Fecha sentencia: 05-12-2023,Admisibilidad del recurso de casación en el fondo,Resoluciones susceptibles de casación en el fondo,"Admisibilidad del recurso de casación en el fondo, Admisibilidad del recurso de casación en la forma, Resolución que se impugna no participa de la naturaleza jurídica requerida, Artículo 17 n°8 de la ley 20.600, Resoluciones susceptibles de casación en el fondo, Resoluciones susceptibles de casación en la forma, Procedimiento de evaluación de impacto ambiental retrotraído, Naturaleza de interlocutoria que no pone término al procedimiento","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLES RECURSOS DE CASACIÓN FORMA Y FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?df10h
Rol: 84171-2023,Caratulado: PEÑALOZA/SUPERINTENDENCIA DEL MEDIO AMBIENTE,Fecha sentencia: 04-12-2023,Admisibilidad del recurso de casación en el fondo,Resoluciones susceptibles de casación en el fondo,"Procedimiento sancionatorio, Programa de cumplimiento, Recurso de reclamación, Admisibilidad del recurso de casación en el fondo, Acto trámite o intermedio, Resoluciones susceptibles de casación en el fondo, Plan de compensación, Denuncia ante la superintendencia del medio ambiente, Resolución impugnada no resuelve fondo del asunto","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLE CASACIÓN DE FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?dfzy5
Rol: 141535-2022,Caratulado: OCEANA INC. CON SUPERINTENDENCIA DEL MEDIO AMBIENTE,Fecha sentencia: 29-11-2023,Sistema de Evaluación de impacto ambiental (SEIA),Resolución de calificación ambiental (rca),"Ausencia de error de derecho, Consideraciones de hecho y de derecho, Argumentos no configuran la causal invocada, Resolución de Calificación Ambiental (RCA), Sistema de Evaluación de Impacto Ambiental (SEIA), Inicio de faenas, Reclamación en contra de una resolución de la SMA, Ejecución de obras, Disconformidad con la valoración de la prueba, Caducidad del proyecto, Plazo de cinco años, Faena mínima de ejecución","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADAS CASACIÓN FORMA Y FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?daeli
Rol: 19623-2022,Caratulado: INTERCHILE S.A CON SUPERINTENDENCIA DEL MEDIO AMBIENTE,Fecha sentencia: 20-11-2023,Potestad sancionadora y fiscalizadora,Acciones de fiscalización,"Decisiones contradictorias, Incompetencia del tribunal, Sana crítica, Tendido eléctrico, Ultra petita, Superintendencia del medio ambiente (sma), Aplicación de multa, Etapa de cumplimiento, Área de influencia, Potestad sancionadora y fiscalizadora, Medidas urgentes y transitorias (mut), Efecto corona, Autorización para actuar de oficio, Reclamación del artículo 17 n° 3 de la ley 20.600, Medidas cautelares innovativas, Informe técnico de fiscalización ambiental","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADAS CASACIÓN FORMA Y FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?dfigp
Rol: 11016-2022,Caratulado: SERVICIO DE EVALUACIÓN AMBIENTAL REGIÓN DE LOS LAGOS CON I. MUNICIPALIDAD DE PUCÓN,Fecha sentencia: 20-11-2023,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Medidas de mitigación, Principio preventivo, Sana crítica, Ilustre Municipalidad de Pucón, Principio precautorio, Resolución de Calificación Ambiental (RCA), Declaración de Impacto Ambiental (DIA), Estudio de impacto ambiental (EIA), Humedal, Medidas de compensación, Biodiversidad, Sistema de Evaluación Ambiental, Humedal urbano, Reclamación en contra de una invalidación ambiental, Lago villarrica, Invalidación, Declaración de humedal urbano, Apertura de un proceso de participación ciudadana, Servicio de evaluación ambiental regional, Zona de interés turístico (zoit), Sitio ramsar, Informe de sernatur","Sala: TERCERA, CONSTITUCIONAL","Resultado recurso: ACOGIDA CASACIÓN FORMA, ANULADA SENTENCIA",Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?daexg
Rol: 11016-2022,Caratulado: SERVICIO DE EVALUACIÓN AMBIENTAL REGIÓN DE LOS LAGOS CON I. MUNICIPALIDAD DE PUCÓN,Fecha sentencia: 20-11-2023,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Legitimación activa, Medidas de mitigación, Principio preventivo, Ilustre Municipalidad de Pucón, Principio precautorio, Resolución de Calificación Ambiental (RCA), Área de influencia, Declaración de Impacto Ambiental (DIA), Estudio de impacto ambiental (EIA), Medidas de compensación, Sistema de Evaluación Ambiental, Humedal urbano, Lago villarrica, Sentencia de reemplazo, Invalidación, Declaración de humedal urbano, Servicio de evaluación ambiental regional, Zona de interés turístico (zoit), Interés ambiental","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: SENTENCIA DE REEMPLAZO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?dafnq
Rol: 162139-2022,Caratulado: CENTRO DE EX CADETES Y OFICIALES DE LA ARMADA CALEUCHE CON SUPERINTENDENCIA DEL MEDIO AMBIENTE,Fecha sentencia: 02-10-2023,Potestad sancionadora y fiscalizadora,Multa,"Principio de proporcionalidad, Ausencia de error de derecho, Deber de fundamentación, Argumentos no configuran la causal invocada, Cuantía de la multa, Emisión de ruidos molestos, Limites a la potestad sancionadora, Sanción de multa, Imposibilidad de realizar nueva valoración de la prueba, Reclamación en contra de una resolución de la SMA, Potestad sancionadora y fiscalizadora, Covid-19, Correcta aplicación del derecho, Estándar de fundamentación, Ausencia de vulneración a reglas de la sana crítica, Infracción manifiesta de las normas sobre apreciación de la prueba","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADAS CASACIÓN FORMA Y FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?c8fw4
Rol: 217983-2023,Caratulado: FREDES/FREDES,Fecha sentencia: 02-10-2023,Admisibilidad del recurso de queja,Resoluciones susceptibles de recurso de queja,"Admisibilidad del recurso de queja, Resolución que se impugna no participa de la naturaleza jurídica requerida, Resoluciones susceptibles de recurso de queja, Resolución no pone término al juicio ni hace imposible su continuación, Demanda de reparación por daño ambiental, Resolución que rechaza solicitud de hacerse parte como terceros","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLE RECURSO DE QUEJA,Tipo recurso: (CIVIL) QUEJA,https://juris.pjud.cl/busqueda/u?c8gxi
Rol: 3392-2023,Caratulado: FERNÁNDEZ/SUBSECRETARIA MEDIO AMBIENTE,Fecha sentencia: 16-08-2023,Admisibilidad del recurso de casación en el fondo,Resoluciones susceptibles de casación en el fondo,"Admisibilidad del recurso de casación en el fondo, Reclamación especial, Naturaleza jurídica de la resolución impugnada, Tribunales ambientales, Resolución no pone término al juicio ni hace imposible su continuación, Resoluciones susceptibles de casación en el fondo, Declaración de humedal urbano","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLE CASACIÓN DE FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?c8p00
Rol: 40806-2022,Caratulado: EMPRESA PORTUARIA VALPARAÍSO CON SERVICIO DE EVALUACIÓN AMBIENTAL,Fecha sentencia: 16-08-2023,Sistema de Evaluación de impacto ambiental (SEIA),Estudio de impacto ambiental (eia),"Estudio de impacto ambiental, Evaluación ambiental, Principio de participación ciudadana, Principio de impugnabilidad, Acto administrativo intermedio, Interesados en el procedimiento administrativo, Sistema de Evaluación de Impacto Ambiental (SEIA), Procedimiento de participación ciudadana, Segundo Tribunal Ambiental, Tercero absoluto, Terminal cerros de Valparaíso, Comisión de Evaluación Ambiental (CEA), Impugnación de acto administrativo, Corporación municipal de desarrollo social, Empresa Portuaria de Valparaíso, Proceso de evaluación ambiental, Retrotraer procedimiento de evaluación, Proceso de evaluación de proyecto no concluido","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZA CASACION EN EL FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?c8ptg
